Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Population,Value Footnotes
Costa Rica,2007,Total,Male,SAN JOSE,City proper,Estimate - de jure,"Final figure, complete",2007,172006,
Costa Rica,2007,Total,Female,Alajuela,City proper,Estimate - de jure,"Final figure, complete",2007,123783,
Costa Rica,2007,Total,Female,Cartago,City proper,Estimate - de jure,"Final figure, complete",2007,73411,
Costa Rica,2007,Total,Female,Heredia,City proper,Estimate - de jure,"Final figure, complete",2007,59523,
Costa Rica,2007,Total,Female,Limón,City proper,Estimate - de jure,"Final figure, complete",2007,51440,
Costa Rica,2007,Total,Female,Puntarenas,City proper,Estimate - de jure,"Final figure, complete",2007,56607,
Costa Rica,2007,Total,Female,SAN JOSE,City proper,Estimate - de jure,"Final figure, complete",2007,176552,
Costa Rica,2006,Total,Male,Alajuela,City proper,Estimate - de jure,"Final figure, complete",2006,126977,
Costa Rica,2006,Total,Male,Cartago,City proper,Estimate - de jure,"Final figure, complete",2006,73885,
Costa Rica,2006,Total,Male,Heredia,City proper,Estimate - de jure,"Final figure, complete",2006,57248,
Costa Rica,2006,Total,Male,Puntarenas,City proper,Estimate - de jure,"Final figure, complete",2006,59807,
Costa Rica,2006,Total,Male,SAN JOSE,City proper,Estimate - de jure,"Final figure, complete",2006,170082,
Costa Rica,2006,Total,Female,Alajuela,City proper,Estimate - de jure,"Final figure, complete",2006,122144,
Costa Rica,2006,Total,Female,Cartago,City proper,Estimate - de jure,"Final figure, complete",2006,72637,
Costa Rica,2006,Total,Female,Heredia,City proper,Estimate - de jure,"Final figure, complete",2006,58793,
Costa Rica,2006,Total,Female,Puntarenas,City proper,Estimate - de jure,"Final figure, complete",2006,55802,
Costa Rica,2006,Total,Female,SAN JOSE,City proper,Estimate - de jure,"Final figure, complete",2006,174665,
Costa Rica,2003,Total,Male,Alajuela,City proper,Estimate - de jure,"Final figure, complete",2003,122986,
Costa Rica,2003,Total,Male,Cartago,City proper,Estimate - de jure,"Final figure, complete",2003,71889,
Costa Rica,2003,Total,Male,Heredia,City proper,Estimate - de jure,"Final figure, complete",2003,55422,
Costa Rica,2003,Total,Male,Puntarenas,City proper,Estimate - de jure,"Final figure, complete",2003,57716,
Costa Rica,2003,Total,Male,SAN JOSE,City proper,Estimate - de jure,"Final figure, complete",2003,165046,
Costa Rica,2003,Total,Female,Alajuela,City proper,Estimate - de jure,"Final figure, complete",2003,118191,
Costa Rica,2003,Total,Female,Cartago,City proper,Estimate - de jure,"Final figure, complete",2003,70553,
Costa Rica,2003,Total,Female,Heredia,City proper,Estimate - de jure,"Final figure, complete",2003,57039,
Costa Rica,2003,Total,Female,Puntarenas,City proper,Estimate - de jure,"Final figure, complete",2003,53742,
Costa Rica,2003,Total,Female,SAN JOSE,City proper,Estimate - de jure,"Final figure, complete",2003,169734,
Costa Rica,2000,Total,Male,Alajuela,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,111649,
Costa Rica,2000,Total,Male,Cartago,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,65418,
Costa Rica,2000,Total,Male,Desamparados,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,94514,
Costa Rica,2000,Total,Male,Goicoechea,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,56667,
Costa Rica,2000,Total,Male,Heredia,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,50241,
Costa Rica,2000,Total,Male,Perez Zeledon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,60651,
Costa Rica,2000,Total,Male,Puntarenas,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,52248,
Costa Rica,2000,Total,Male,San Carlos,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,64803,
Costa Rica,2000,Total,Male,SAN JOSE,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,149647,
Costa Rica,2000,Total,Male,Pococi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,53440,
Costa Rica,2000,Total,Female,Alajuela,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,111204,
Costa Rica,2000,Total,Female,Cartago,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,66639,
Costa Rica,2000,Total,Female,Desamparados,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,98964,
Costa Rica,2000,Total,Female,Goicoechea,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,60865,
Costa Rica,2000,Total,Female,Heredia,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,53653,
Costa Rica,2000,Total,Female,Perez Zeledon,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,61536,
Costa Rica,2000,Total,Female,Puntarenas,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,50256,
Costa Rica,2000,Total,Female,San Carlos,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,62337,
Costa Rica,2000,Total,Female,SAN JOSE,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,160025,
Costa Rica,2000,Total,Female,Pococi,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,49681,
Croatia,2011,Total,Male,Osijek,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,50357,
Croatia,2011,Total,Male,Rijeka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,60951,
Croatia,2011,Total,Male,Split,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,84477,
Croatia,2011,Total,Male,ZAGREB,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,369339,
Croatia,2011,Total,Female,Osijek,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,57691,
Croatia,2011,Total,Female,Rijeka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,67673,
Croatia,2011,Total,Female,Split,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,93625,
Croatia,2011,Total,Female,ZAGREB,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,420678,
Croatia,2001,Total,Male,Osijek,City proper,Census - de jure - complete tabulation,"Final figure, complete",2005,53497,46
Croatia,2001,Total,Male,Rijeka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2005,68511,46
Croatia,2001,Total,Male,Split,City proper,Census - de jure - complete tabulation,"Final figure, complete",2005,90484,46
Croatia,2001,Total,Male,ZAGREB,City proper,Census - de jure - complete tabulation,"Final figure, complete",2005,363992,46
Croatia,2001,Total,Female,Osijek,City proper,Census - de jure - complete tabulation,"Final figure, complete",2005,61119,46
Croatia,2001,Total,Female,Rijeka,City proper,Census - de jure - complete tabulation,"Final figure, complete",2005,75532,46
Croatia,2001,Total,Female,Split,City proper,Census - de jure - complete tabulation,"Final figure, complete",2005,98210,46
Croatia,2001,Total,Female,ZAGREB,City proper,Census - de jure - complete tabulation,"Final figure, complete",2005,415153,46
Cuba,2002,Total,Male,Bayamo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,70395,
Cuba,2002,Total,Male,Camagüey,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,146811,
Cuba,2002,Total,Male,Ciego de Avila,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,52525,
Cuba,2002,Total,Male,Cienfuegos,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,69204,
Cuba,2002,Total,Male,Guantánamo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,100494,
Cuba,2002,Total,Male,Holguín,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,132010,
Cuba,2002,Total,Male,LA HABANA,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,1055127,
Cuba,2002,Total,Male,Las Tunas,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,70411,
Cuba,2002,Total,Male,Matanzas,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,61917,
Cuba,2002,Total,Male,Pinar del Río,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,67808,
Cuba,2002,Total,Male,Santa Clara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,102614,
Cuba,2002,Total,Male,Santiago de Cuba,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,204528,
Cuba,2002,Total,Female,Bayamo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,74269,
Cuba,2002,Total,Female,Camagüey,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,154763,
Cuba,2002,Total,Female,Ciego de Avila,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,53700,
Cuba,2002,Total,Female,Cienfuegos,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,71530,
Cuba,2002,Total,Female,Guantánamo,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,107651,
Cuba,2002,Total,Female,Holguín,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,137608,
Cuba,2002,Total,Female,LA HABANA,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,1146483,
Cuba,2002,Total,Female,Las Tunas,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,73171,
Cuba,2002,Total,Female,Matanzas,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,65370,
Cuba,2002,Total,Female,Pinar del Río,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,71528,
Cuba,2002,Total,Female,Santa Clara,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,107606,
Cuba,2002,Total,Female,Santiago de Cuba,City proper,Census - de jure - complete tabulation,"Final figure, complete",2009,218864,
Czech Republic,2013,Total,Male,Brno,City proper,Estimate - de jure,"Final figure, complete",2013,182418,
Czech Republic,2013,Total,Male,Hradec Králové,City proper,Estimate - de jure,"Final figure, complete",2013,44661,
Czech Republic,2013,Total,Male,Liberec,City proper,Estimate - de jure,"Final figure, complete",2013,49336,
Czech Republic,2013,Total,Male,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2013,47144,
Czech Republic,2013,Total,Male,Ústí nad Labem,City proper,Estimate - de jure,"Final figure, complete",2013,45312,
Czech Republic,2013,Total,Male,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2013,144050,
Czech Republic,2013,Total,Male,Plzen,City proper,Estimate - de jure,"Final figure, complete",2013,81304,
Czech Republic,2013,Total,Male,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2013,605484,
Czech Republic,2013,Total,Female,Brno,City proper,Estimate - de jure,"Final figure, complete",2013,195909,
Czech Republic,2013,Total,Female,Hradec Králové,City proper,Estimate - de jure,"Final figure, complete",2013,48374,
Czech Republic,2013,Total,Female,Liberec,City proper,Estimate - de jure,"Final figure, complete",2013,52777,
Czech Republic,2013,Total,Female,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2013,52327,
Czech Republic,2013,Total,Female,Ústí nad Labem,City proper,Estimate - de jure,"Final figure, complete",2013,48435,
Czech Republic,2013,Total,Female,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2013,153371,
Czech Republic,2013,Total,Female,Plzen,City proper,Estimate - de jure,"Final figure, complete",2013,86168,
Czech Republic,2013,Total,Female,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2013,641296,
Czech Republic,2012,Total,Male,Brno,City proper,Estimate - de jure,"Final figure, complete",2012,182733,
Czech Republic,2012,Total,Male,Hradec Králové,City proper,Estimate - de jure,"Final figure, complete",2012,44954,
Czech Republic,2012,Total,Male,Liberec,City proper,Estimate - de jure,"Final figure, complete",2012,49265,
Czech Republic,2012,Total,Male,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2012,47178,
Czech Republic,2012,Total,Male,Ústí nad Labem,City proper,Estimate - de jure,"Final figure, complete",2012,45609,
Czech Republic,2012,Total,Male,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2012,145067,
Czech Republic,2012,Total,Male,Plzen,City proper,Estimate - de jure,"Final figure, complete",2012,81252,
Czech Republic,2012,Total,Male,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2012,602987,
Czech Republic,2012,Total,Female,Brno,City proper,Estimate - de jure,"Final figure, complete",2012,196232,
Czech Republic,2012,Total,Female,Hradec Králové,City proper,Estimate - de jure,"Final figure, complete",2012,48536,
Czech Republic,2012,Total,Female,Liberec,City proper,Estimate - de jure,"Final figure, complete",2012,52740,
Czech Republic,2012,Total,Female,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2012,52351,
Czech Republic,2012,Total,Female,Ústí nad Labem,City proper,Estimate - de jure,"Final figure, complete",2012,48649,
Czech Republic,2012,Total,Female,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2012,154555,
Czech Republic,2012,Total,Female,Plzen,City proper,Estimate - de jure,"Final figure, complete",2012,86050,
